id,customer_unique_key,serial_no,create_time,edit_time,dm_id_003,dm_id_005,dm_id_009,dm_summary_001,dm_summary_002,dm_summary_003,dm_summary_004,dm_summary_005,dm_summary_006,dm_summary_007,dm_summary_011,dm_summary_012,dm_summary_013,dm_summary_014,dm_summary_015,dm_summary_018,dm_summary_021,dm_summary_022,dm_summary_023,dm_summary_024,dm_summary_025,dm_creditdetails_001,dm_creditdetails_003,dm_creditdetails_004,dm_creditdetails_005,dm_creditdetails_006,dm_creditdetails_007,dm_creditdetails_009,dm_creditdetails_011,dm_creditdetails_012,dm_creditdetails_013,dm_creditdetails_029,dm_creditdetails_030,dm_creditdetails_031,dm_creditdetails_032,dm_creditdetails_034,dm_publicdetails_001,dm_publicdetails_002,dm_publicdetails_003,dm_publicdetails_008,dm_publicdetails_009,dm_creditdetails_017,dm_creditdetails_024,dm_repayment_1_001,dm_repayment_25_001,dm_repayment_2_001,dm_repayment_15_001,dm_creditdetails_028,dm_qc_sc_01,dm_qc_sc_02,dm_qc_sc_03,dm_qc_sc_04,dm_qc_sc_05,dm_ql_sc_01,dm_ql_sc_02,dm_ql_sc_03,dm_ql_sc_04,dm_ql_sc_05,dm_qdb_sc_01,dm_qdb_sc_02,dm_qdb_sc_03,dm_qdb_sc_04,dm_qdb_sc_05,dm_qc_so_01,dm_qc_so_02,dm_qc_so_03,dm_qc_so_04,dm_qc_so_05,dm_ql_so_01,dm_ql_so_02,dm_ql_so_03,dm_ql_so_04,dm_ql_so_05,dm_qdb_so_01,dm_qdb_so_02,dm_qdb_so_03,dm_qdb_so_04,dm_qdb_so_05,serial_no
1564808591097495552,C20230221283272241154768974,S20230221283303009545498666,2023-02-21T18:25:01.358,2023-02-22T00:32:45,,,,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,987.1249,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0/0,0,0,2,1,0,0,0.0000,0.0000,987.2467,0,0,0,0,0.0000,0,0,////////////////////////,///////////////////////////////////////////0000000C//////00/,///////0000000C//////00/,////////////////////////////////////////////////////////////,0.0000,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,S20230221283303009545498666
1564425605961252864,C20230220282919631105179720,S20230220282920024157597782,2023-02-20T17:03:10.586,2023-02-21T00:31:32,ZZ,,ZZ,7,990.3630,2,3,992.6662,992.3298,992.0773,990.0168,0.0000,7,990.0408,7,988.2899,1,0,0,0,3,0.0000,37.0000,100.0000,30.0000,197.0000,0/1,1,0,5,1,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,777777777777777777777777,11235677777777777777777777C//////////////##00000000000000000,/////##00000000000000000,112223334123456777867777777777777777777777777777777777777777,0.0000,1,1,1,1,6,1,3,4,6,13,0,0,0,0,0,1,1,1,1,4,1,3,3,3,4,0,0,0,0,0,S20230220282920024157597782
1563943453746298880,C20230219282437507164024926,S20230219282437872349491218,2023-02-19T09:07:16.54,2023-02-20T00:30:13,DZ,,ZZ,0,0.0000,0,2,997.4854,997.6187,998.0629,993.0681,992.0466,1,987.1384,1,989.4483,0,0,0,2,12,0.0000,2756.0000,3572.0000,2665.0000,776.9000,0/2,0,0,36,17,0,0,0.0000,0.0000,987.6659,0,0,0,0,0.0000,0,0,000000000000000000000000,/////****00000000C000000000000000000C100CCC0C0CCCC000C0C0CC/,C100CCC0C0CCCC000C0C0CC/,//////////////////#000000000000C0000000000000000000000000000,0.0000,1,1,1,4,7,8,11,14,20,59,0,0,0,1,1,1,1,1,2,5,8,10,11,13,28,0,0,0,1,1,S20230219282437872349491218
1564037844477448192,C20230219282531879381512267,S20230219282532263344877569,2023-02-19T15:22:21.044,2023-02-20T00:31:03,,,QT,7,1024.5382,3,2,1025.0814,1025.4785,1026.0419,1026.0234,1026.0332,7,993.1708,10,990.3569,0,0,3,0,4,55121.0000,55121.0000,2.0000,61244.0000,970.5000,0/3,1,0,30,5,0,3,0.0000,0.0000,987.3505,0,0,0,0,0.0000,0,0,0000000000000C1123456777,**00000000C00C000000C00000000CC0000000CC00C00CCCC1012345577/,00CC00C00CCCC1012345577/,0000000000000000000000000000000000000000000000000C1123456777,993.1102,1,1,1,4,9,2,2,3,11,24,0,0,0,3,4,1,1,1,4,7,2,2,2,7,16,0,0,0,2,2,S20230219282532263344877569
1563610066770755584,C20230218282104089293242448,S20230218282104485633998947,2023-02-18T11:02:30.891,2023-02-19T00:30:20,GZ,,ZZ,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,987.6186,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0/0,0,0,4,2,0,0,0.0000,0.0000,987.8455,0,0,0,0,0.0000,0,0,////////////////////////,/////////////////////////////////*00000000000000C000C0000000,000000000000C000C0000000,////////////////////////////////////////////////////////////,0.0000,1,2,2,6,7,1,1,3,5,5,0,0,0,0,0,1,2,2,6,7,1,1,3,5,5,0,0,0,0,0,S20230218282104485633998947
1563618666306109440,C20230218282112677805965324,S20230218282113085077078066,2023-02-18T11:36:41.18,2023-02-19T00:30:25,DZ,YH,ZZ,0,0.0000,0,6,1040.9327,1038.1684,1055.0519,1014.0194,990.0375,0,0.0000,0,991.1297,0,0,0,0,10,0.0000,4645.0000,55260.0000,0.0000,5394.8000,3/3,0,0,30,5,0,0,0.0000,0.0000,990.1143,0,0,0,0,0.0000,0,0,0CC000000000000000000000,///////////////////*0C00C0C0C00000C00C0C0C0C0CCC0CCCC0CCCCC0,0C0C0C0C0CCC0CCCC0CCCCC0,0000000000000000000000000000000000000CC000000000000000000000,0.0000,2,3,4,6,6,2,6,12,12,12,0,1,1,1,1,2,3,4,5,5,2,5,9,9,9,0,1,1,1,1,S20230218282113085077078066
1563620622344945664,C20230218282114978717253671,S20230218282115041157853228,2023-02-18T11:44:27.536,2023-02-19T00:30:28,XX,,ZZ,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1,987.4744,1,987.7728,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0/0,0,0,12,3,0,0,0.0000,0.0000,987.9522,0,0,0,21,0.0000,0,0,////////////////////////,///////C0C*00000C0000C00000000000C0100000000C0000C0C00000000,00000000C0000C0C00000000,////////////////////////////////////////////////////////////,0.0000,1,2,2,3,5,0,2,3,9,14,0,0,0,0,0,1,1,1,2,2,0,2,2,7,9,0,0,0,0,0,S20230218282115041157853228
1562397182619320321,C20230215280891539159400542,S20230215280891601260265499,2023-02-15T02:42:56.775,2023-02-16T00:30:03,XX,YH,ZY,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,3,992.3745,3,989.2850,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0/0,0,44,1,1,0,1,0.0000,989.1763,0.0000,0,0,0,0,0.0000,1,0,////////////////////////,///////////////*00000010000000010000000000010000000010111231,000000010000000010111231,////////////////////////////////////////////////////////////,987.0700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S20230215280891601260265499
1562567155111198720,C20230215281061185422503951,S20230215281061572829392956,2023-02-15T13:58:21.375,2023-02-16T00:30:30,,,,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0.0000,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0/0,0,0,1,0,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,////////////////////////,//////////////////////////////////////////*0000000C/////////,//////*0000000C/////////,////////////////////////////////////////////////////////////,0.0000,3,3,3,4,10,1,4,7,8,14,0,0,0,0,0,3,3,3,4,5,1,3,4,4,7,0,0,0,0,0,S20230215281061572829392956
1562945242877431808,C20230216281439591809036320,S20230216281439658951458835,2023-02-16T15:00:44.523,2023-02-17T00:31:19,ZZ,,ZZ,1,987.6647,1,2,995.1147,994.9453,995.0274,992.0817,990.0271,0,0.0000,0,987.4296,0,0,0,0,12,0.0000,1405.0000,2489.0000,1284.0000,680.9000,0/2,0,0,4,2,0,0,0.0000,0.0000,987.5197,0,0,0,0,0.0000,0,0,001000000000000000000000,///////////*0000000000000000000C//*00*0**0000000C******00000,0*0**0000000C******00000,///////////////////*0000000000000000001000000000000000000000,0.0000,1,2,4,7,11,0,2,4,7,15,0,1,1,1,1,1,2,3,5,7,0,2,4,4,6,0,1,1,1,1,S20230216281439658951458835
1562975754262188033,C20230216281470105722957907,S20230216281470172194287682,2023-02-16T17:01:59.004,2023-02-17T00:31:50,DZ,,ZZ,0,0.0000,0,2,995.1643,995.0303,995.0396,992.0176,990.0700,0,0.0000,0,987.3322,0,0,0,0,2,0.0000,1330.0000,1477.0000,1313.0000,676.7000,0/2,0,0,1,1,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,////*0000000000000000000,//////////////////////////////////////////00000000000000000/,//////00000000000000000/,////////////////////////////////////////*0000000000000000000,0.0000,1,2,9,16,18,0,2,5,9,13,0,0,0,0,0,1,2,7,10,11,0,2,4,7,9,0,0,0,0,0,S20230216281470172194287682
1563248502930706432,C20230217281742837157085266,S20230217281742916316180494,2023-02-17T11:05:47.354,2023-02-18T00:30:12,DZ,YH,ZZ,7,1008.2798,5,1,0.0000,0.0000,1003.0344,1003.0802,1003.0327,0,0.0000,0,0.0000,0,0,0,0,4,0.0000,0.0000,0.0000,0.0000,0.0000,0/0,0,0,2,0,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,77777770**********000000,///////////////////**00*C///////////////#000000*00000000C///,////#000000*00000000C///,101001C10**********0012344567777777777777770**********000000,0.0000,1,1,1,2,2,0,0,0,1,1,0,0,0,0,0,1,1,1,2,2,0,0,0,1,1,0,0,0,0,0,S20230217281742916316180494
1563312196670754816,C20220720205078600309936159,S20230217281806614976147543,2023-02-17T15:18:53.125,2023-02-18T00:31:52,ZZ,,ZZ,0,0.0000,0,1,0.0000,987.6208,990.0522,990.0501,990.0211,0,0.0000,0,989.7174,0,0,0,0,1,0.0000,0.0000,0.0000,0.0000,0.0000,0/0,0,0,4,3,0,0,989.4296,0.0000,987.5524,0,0,0,0,0.0000,0,0,///////////////*0000***/,/////////////////////////////////////////#00000000000C000000,/////#00000000000C000000,///////////////////////////////////////////////////*0000***/,0.0000,3,3,3,5,6,0,0,0,1,4,0,0,0,0,0,3,3,3,4,5,0,0,0,1,3,0,0,0,0,0,S20230217281806614976147543
1563311087147323393,C20230217281805434552205380,S20230217281805504534167576,2023-02-17T15:14:28.594,2023-02-18T00:31:54,BK,,ZZ,7,1074.0648,6,7,1211.0773,1215.4766,1228.3225,1157.0518,988.0370,7,1065.0405,14,0.0000,0,0,0,0,18,0.0000,24374.0000,6681.0000,26338.0000,19770.8000,1/5,0,0,10,0,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,777700BBBBBBBBBBC0101010,00010C00C00000101001012345677767777777777C01C000C///////////,77777C01C000C///////////,100000000000000000000001223456777777777700BBBBBBBBBBC0101010,0.0000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,S20230217281805504534167576
1563312753510748161,C20230217281807106972205056,S20230217281807171736453166,2023-02-17T15:21:05.886,2023-02-18T00:31:57,GZ,YH,ZZ,0,0.0000,0,8,1107.1230,1109.8221,1235.1395,1068.2111,0.0000,0,0.0000,0,993.9698,0,0,0,0,11,0.0000,9336.0000,101661.0000,4531.0000,11561.1000,3/5,0,61,30,9,0,0,0.0000,988.5755,989.1235,0,0,0,23,0.0000,2,0,00000000000000000000C0C0,CCC0000000000000CCC0000000C0C0CC00C000000C0000000000000CC000,00000C0000000000000CC000,000#0000000000000000CC0000000C00C00000000000000000000000C0C0,0.0000,1,1,2,2,5,1,4,8,13,19,0,0,0,0,0,1,1,2,2,5,1,2,5,8,12,0,0,0,0,0,S20230217281807171736453166
1562189479410176000,C20230214280683835463708768,S20230214280683897635876921,2023-02-14T12:57:36.471,2023-02-15T00:30:47,BK,,ZZ,0,0.0000,0,7,1037.5310,1038.0180,1036.0301,1001.1853,990.0565,0,0.0000,0,997.1821,0,0,0,1,11,0.0000,7131.0000,20096.0000,5688.0000,4477.2000,0/7,0,0,4,1,0,0,0.0000,0.0000,990.5388,0,0,0,0,0.0000,0,0,00000000000000C000000000,////*0000000*0000000000000000C00000000C000C0000000000000000/,00C000C0000000000000000/,000000000000000C0000000000000000000000000000000000C000000000,0.0000,1,2,4,5,7,1,2,4,6,7,1,1,3,4,4,1,2,3,3,4,1,2,4,6,6,1,1,3,4,4,S20230214280683897635876921
1562219126042693632,C20230214280713483425820749,S20230214280713544708800593,2023-02-14T14:55:24.779,2023-02-15T00:31:10,,,,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0.0000,0,0,0,1,0,0.0000,0.0000,0.0000,0.0000,0.0000,-9990996,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,////////////////////////,////////////////////////////////////////////////////////////,////////////////////////,////////////////////////////////////////////////////////////,0.0000,2,6,6,6,6,1,1,2,2,2,0,0,0,0,0,2,6,6,6,6,1,1,2,2,2,0,0,0,0,0,S20230214280713544708800593
1562271235526131712,C20220907222663459869966431,S20230214280765653504372783,2023-02-14T18:22:28.648,2023-02-15T00:31:46,DZ,,ZZ,4,1177.4364,4,15,1428.9381,1430.6595,1521.2155,1081.0647,997.0543,0,0.0000,0,987.3518,0,0,0,0,26,210745.0000,226775.0000,46240.0000,246829.0000,27231.9000,0/12,1,85,5,4,0,0,0.0000,0.0000,987.8688,0,0,0,32,1003.3365,2,0,000000000000000000001234,//////////////////////////////////////////*00000000000C*000*,//////*00000000000C*000*,00000000000C0C0000000000000000000000000000000000000000001234,0.0000,0,0,2,6,7,1,3,8,16,18,0,0,0,3,3,0,0,2,4,5,1,2,6,12,13,0,0,0,3,3,S20230214280765653504372783
1561876169020178432,C20230213280370519101026376,S20230213280370583949160508,2023-02-13T16:12:37.453,2023-02-14T00:31:27,,,ZZ,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1,987.2841,1,0.0000,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0/0,0,0,2,0,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,////////////////////////,/////////////////////////////////////001CC//////////////////,/001CC//////////////////,////////////////////////////////////////////////////////////,0.0000,2,2,2,2,2,0,2,2,13,18,0,0,0,0,0,2,2,2,2,2,0,2,2,8,8,0,0,0,0,0,S20230213280370583949160508
1561893945113870336,C20230213280388276664287262,S20230213280388359522762765,2023-02-13T17:23:15.604,2023-02-14T00:31:34,BK,,ZZ,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,7,987.7871,8,987.5279,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0/0,0,0,15,6,0,1,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,////////////////////////,*****************001000011123456777777777777777777777777777/,77777777777777777777777/,////////////////////////////////////////////////////////////,987.5894,1,5,5,6,6,0,0,7,10,11,0,0,0,0,0,1,5,5,5,5,0,0,6,9,10,0,0,0,0,0,S20230213280388359522762765
1561925883379875840,C20230213280420240867864598,S20230213280420302180200506,2023-02-13T19:30:10.28,2023-02-14T00:32:14,XX,YH,WYRH,0,0.0000,0,2,1086.2569,1081.3203,1089.1564,1048.1671,1028.0377,0,0.0000,0,987.6778,0,0,0,0,5,0.0000,35294.0000,53771.0000,33240.0000,6591.7000,0/2,0,0,3,3,0,0,0.0000,0.0000,987.6499,0,0,0,0,0.0000,0,0,000000000000000000000000,//////////////////////////////////////////*00000000000000000,//////*00000000000000000,////////////*000000C0000000000000000000000000000000000000000,0.0000,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0,S20230213280420302180200506
1561971762648354816,C20230213280466122908774454,S20230213280466181616451637,2023-02-13T22:32:28.75,2023-02-14T00:32:23,GZ,YH,ZY,7,992.1362,1,1,0.0000,0.0000,990.0762,990.0748,990.0897,1,987.2846,1,0.0000,0,0,0,1,1,0.0000,0.0000,0.0000,0.0000,0.0000,0/0,1,0,1,0,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,77770*******************,101C////////////////////////////////////////////////////////,////////////////////////,/////////*0001012345677777777777777777770*******************,0.0000,3,3,5,6,8,0,0,2,4,6,0,0,1,1,1,3,3,5,5,6,0,0,2,4,6,0,0,1,1,1,S20230213280466181616451637
1561433441006292992,C20230212279927796552314934,S20230212279927859932446813,2023-02-12T10:53:22.869,2023-02-13T00:30:24,,,,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,987.6884,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0/0,0,0,4,3,0,0,0.0000,0.0000,1374.0325,0,0,0,0,0.0000,0,0,////////////////////////,/////////////////////////////////////////#000000000000C0000/,/////#000000000000C0000/,////////////////////////////////////////////////////////////,0.0000,1,1,1,3,7,2,3,3,3,6,0,0,0,0,0,1,1,1,3,6,2,3,3,3,6,0,0,0,0,0,S20230212279927859932446813
1561539164121894912,C20230212280033525573496875,S20230212280033583060631596,2023-02-12T17:53:29.224,2023-02-13T00:30:55,,,,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,987.0872,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0/0,0,0,1,1,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,////////////////////////,////////////////////////////////////////////////////////00*/,////////////////////00*/,////////////////////////////////////////////////////////////,0.0000,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,S20230212280033583060631596
1560974747378417664,C20230211279469101137670182,S20230211279469165335687175,2023-02-11T04:30:41.786,2023-02-12T00:30:11,GZ,,ZY,0,0.0000,0,1,0.0000,0.0000,992.0283,992.0341,992.0411,0,0.0000,0,0.0000,0,0,0,1,1,0.0000,0.0000,0.0000,0.0000,0.0000,0/0,0,0,1,0,0,0,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0,////////////////////////,///////////////////////////////////////////////////*000C////,///////////////*000C////,////////////////////////////////////////////////////////////,0.0000,1,1,1,2,2,0,0,4,13,13,0,0,0,0,0,1,1,1,2,2,0,0,4,7,7,0,0,0,0,0,S20230211279469165335687175
1561130174279880704,C20230211279624533277818881,S20230211279624592987930690,2023-02-11T14:48:18.447,2023-02-12T00:31:14,XX,YH,ZZ,1,987.3286,1,3,1001.8713,997.3687,1009.0260,1001.0286,990.0548,0,0.0000,0,987.2204,0,0,0,0,3,0.0000,739.0000,739.0000,739.0000,1416.6000,0/3,0,0,11,2,0,0,0.0000,0.0000,987.9879,0,0,0,0,0.0000,0,0,000000000000000000000000,000000000CC//*000000C0000C00000000C0000000000000C0000000000/,000000000000C0000000000/,000000000000000000000000001000000000000000000000000000000000,0.0000,2,2,2,4,5,0,1,2,6,18,0,0,0,0,0,2,2,2,4,5,0,1,2,4,8,0,0,0,0,0,S20230211279624592987930690
